,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
947,947,19/05/2016,Rapport des comptes et de la gestion,Le centre spatial de Toulouse du CNES,Mettre en place un système de contrôle du temps de travail conforme à la réglementation.,Ministère chargé de la Défense et des anciens combattants,Ministère chargé de l'Enseignement supérieur et de la Recherche,Centre national d'études spatiales,Le centre spatial de Toulouse du CNES Le centre spatial de Toulouse du CNES,"[centre, spatial, Toulouse, CNES, centre, spatial, Toulouse, CNES]",[Mettre]
948,948,08/03/2016,Rapport des comptes et de la gestion,Le grand port maritime de Bordeaux,"Réexaminer le régime du temps de travail et gérer les repos compensateurs de manière à réduire les charges financières du port
",Grand port maritime de Bordeaux,Ministère chargé des Transports, ,Le grand port maritime de Bordeaux Le grand port maritime de Bordeaux,"[grand, port, maritime, grand, port, maritime]","[Réexaminer, gérer, réduire]"
949,949,08/03/2016,Rapport des comptes et de la gestion,Le grand port maritime de Bordeaux,"Améliorer le circuit de la paye des marins
",Grand port maritime de Bordeaux,Ministère chargé des Transports, ,Le grand port maritime de Bordeaux Le grand port maritime de Bordeaux,"[grand, port, maritime, grand, port, maritime]",[Améliorer]
950,950,08/03/2016,Rapport des comptes et de la gestion,Le grand port maritime de Bordeaux,"Diminuer les effectifs du port de manière à rapprocher les ratios trafic/effectifs de ceux des autres ports
",Grand port maritime de Bordeaux,Ministère chargé des Transports, ,Le grand port maritime de Bordeaux Le grand port maritime de Bordeaux,"[grand, port, maritime, grand, port, maritime]","[Diminuer, rapprocher]"
951,951,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Ne déplacer un opérateur d'un terminal à un autre sans recourir à une procédure ouverte que lorsque la possibilité de ce déplacement a été expressément mentionnée lors de la procédure d'attribution du premier des deux terminaux.
",Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[recourir]
952,952,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Recueillir les déclarations d'intérêt (article R. 102-4 du code des ports maritimes) et leurs actualisations selon les délais et critères prévus, ainsi que sous un format en permettant l'analyse
",Ministère chargé des Transports, , ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[]
953,953,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Mettre en place un dispositif de suivi de la valeur ajoutée du GIE HAROPA pour le port du Havre
",Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[Mettre]
954,954,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Préciser dans tous les documents du port la définition de l'investissement à laquelle il a recours
",Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[Préciser]
955,955,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Adapter le programme d'investissement du GPMH au niveau de sa capacité d'autofinancement et des subventions qu'il peut obtenir
",Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]","[Adapter, obtenir]"
956,956,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
","Adopter une note de doctrine de gestion domaniale sur le modèle de celle adoptée par Ports de Paris, et publier systématiquement les offres foncières et immobilières",Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[Adopter]
957,957,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
",Mettre en place un outil de suivi du temps de travail fiable et articulé avec l'outil de paye,Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]",[Mettre]
958,958,30/03/2016,Rapport des comptes et de la gestion,"Le grand port maritime du Havre
",Mettre en place des procédures de suivi des ressources humaines et formaliser les pratiques existantes de contrôle de la paye,Grand port maritime du Havre,Ministère chargé des Transports, ,"Le grand port maritime du Havre
 Le grand port maritime du Havre
","[grand, port, maritime, grand, port, maritime]","[Mettre, formaliser]"
959,959,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Recueillir les déclarations d'intérêts selon les délais et les critères prévus, les utiliser pour faire respecter les règles de déport et de conventions réglementées et élaborer des documents-types valables pour tous les ports",Ministère chargé des Transports,Commissaire du gouvernement du Port autonome de Paris, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[utiliser, faire, respecter, élaborer]"
960,960,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Réformer la gouvernance du PAP, en limitant le nombre de membres du conseil d'administration (pas plus de 20), en en retranchant les représentants des clients et en instituant un conseil de développement représentant les milieux professionnels, sociaux et associatifs",Ministère chargé des Transports, , ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]",[Réformer]
961,961,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
",Adopter un document unique dans lequel seraient définies les compétences des agences et les responsabilités de leurs directeurs ainsi que les procédures de supervision de ces agences,Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]",[Adopter]
962,962,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Mettre en place un dispositif de suivi de la performance du GIE HAROPA pour Ports de Paris
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]",[Mettre]
963,963,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
",Évaluer l'efficacité des ristournes pour trafic et réexaminer le principe de la ristourne forfaitaire pour les plateformes multimodales,Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[Évaluer, réexaminer]"
964,964,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Rapprocher les tarifs des bateaux-logements de ceux des installations à caractère d'animation et de loisirs et rendre obligatoire le recours à un
acte authentique pour leur cession
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[Rapprocher, rendre, obligatoire]"
965,965,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","En matière de gestion prévisionnelle des emplois et des compétences, définir une organisation-cible à cinq ans et mettre en place un plan d'actions pour l'atteindre
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[définir, mettre]"
966,966,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Mettre en place un système de pointage automatisé pour contrôler le temps de travail en commençant par le siège
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[Mettre, contrôler]"
967,967,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Mettre fin au régime de cumul, sept semaines par an, d'un jour férié avec un jour non travaillé supplémentaire
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]",[Mettre]
968,968,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Réduire la taille du parc automobile et le nombre des véhicules faisant l'objet d'une attribution individuelle et renoncer au recours à la location longue durée de véhicules
",Port autonome de Paris,Ministère chargé des Transports, ,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]","[Réduire, renoncer]"
969,969,26/07/2016,Rapport des comptes et de la gestion,"Le port autonome de Paris
","Mutualiser certains achats avec les grands ports maritimes du Havre et de Rouen
",Port autonome de Paris,Grand port maritime du Havre,Grand Port maritime de Rouen,"Le port autonome de Paris
 Le port autonome de Paris
","[port, autonome, port, autonome]",[Mutualiser]
970,970,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","Améliorer la gouvernance:
* Ouvrir le conseil d'administration à au moins une personne qualifiée extérieure à la CDC;
* Renforcer le rôle du comité d'audit ;
* Instituer un comité des rémunérations ;
* Veiller à la soumission systématique des conventions réglementées au CA.",Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]","[Améliorer, Renforcer, Instituer, Veiller]"
971,971,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","Réorganiser le dispositif territorial:
* en réduisant fortement le nombre des agences;
* en regroupant géographiquement les experts;
* en assignant aux directeurs des objectifs opérationnels détaillés.",Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]",[Réorganiser]
972,972,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)",Orienter la comptabilité analytique vers le calcul des coûts complets afin de mieux calibrer les prix de vente de la SCET.,Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]","[Orienter, calibrer]"
973,973,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)",Diversifier l'offre en matière de contrats de réseau en l'adaptant aux besoins de toutes les catégories d'EPL.,Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]",[]
974,974,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)",Renforcer la prospection commerciale en s'appuyant sur une connaissance améliorée des attentes et réactions des adhérents et clients.,Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]",[Renforcer]
975,975,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)",Documenter et justifier les paramètres de la refacturation à SCET-GE par SCET-SA,Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]","[Documenter, justifier]"
976,976,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)",Mener à bonne fin l'élaboration de la cartographie des risques et la maintenir à jour en fonction des développements de l'activité de la société.,Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]","[Mener, maintenir]"
977,977,22/11/2016,Rapport des comptes et de la gestion,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","Définir un plan d'affaires sur cinq ans assorti d'indicateurs chiffrés sur les objectifs, les charges et les résultats accompagnant les étapes de la recapitalisation des la SCET par la Caisse des dépôts.",Caisse des dépôts et consignations, , ,"Les comptes et la gestion de la SCET (services, conseils, expertises, territoires) Les comptes et la gestion de la SCET (services, conseils, expertises, territoires)","[comptes, gestion, SCET, services, conseils, expertises, territoires, comptes, gestion, SCET, services, conseils, expertises, territoires]",[Définir]
978,978,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Revoir la composition des personnalités qualifiées au sein du conseil d'administration du Théâtre national de Strasbourg, en l'élargissant à une personnalité capable d'apporter une vision entrepreneuriale et en incluant le préfet de région",Ministère chargé de la Culture et de la Communication, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Revoir, apporter]"
979,979,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Reformuler le contrat de performance de l'établissement, en resserrant les indicateurs de performance autour de priorités stratégiques sélectionnées, dont une partie commune à l'ensemble des théâtres nationaux.",Ministère chargé de la Culture et de la Communication, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]",[Reformuler]
980,980,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,Assurer la succession des directeurs des théâtres nationaux dans le respect des échéances statutaires et en anticiper les conséquences en termes de gestion des activités et des personnes.,Ministère chargé de la Culture et de la Communication, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Assurer, anticiper]"
981,981,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Renforcer la coordination entre la tutelle et l'établissement en vue de mieux planifier l'équilibre des activités du TNS, notamment dans l'organisation des coproductions et des tournées qui engagent aussi le réseau des théâtres subventionnés.",Ministère chargé de la Culture et de la Communication, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Renforcer, planifier]"
982,982,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Valoriser les produits des ateliers de décor et de costumes, rechercher les possibilités de mutualisation de leurs activités avec les structures publiques voisines et adopter une démarche proactive de prestation de leurs services.",Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Valoriser, rechercher, adopter]"
983,983,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,Se donner les moyens de mesurer le poids réel de l'École supérieure d'art dramatique dans l'ensemble de ses activités et de connaître précisément le coût de la formation par élève.,Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[donner, mesurer, connaître]"
984,984,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,Mettre en cohérence le diplôme national supérieur que le TNS est habilité à délivrer avec les différentes formations aux métiers du spectacle qu'il assure.,Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Mettre, délivrer]"
985,985,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,Mettre la liquidation des défraiements des agents en accord avec les règles de la comptabilité publique.,Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]",[Mettre]
986,986,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Restituer à France Domaine le patrimoine immobilier inexploité depuis vingt ans pour que ce service se charge de le valoriser convenablement, en tenant compte de son environnement.",Ministère chargé de la Culture et de la Communication,Ministère chargé du Budget et des comptes publics, ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Restituer, valoriser]"
987,987,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Mieux maîtriser les frais de structure et mettre en oeuvre une stratégie de développement des ressources propres, afin d'enrayer l'érosion de la marge artistique.",Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[maîtriser, mettre, enrayer]"
988,988,01/03/2016,Rapport des comptes et de la gestion,Théâtre national de Strasbourg,"Inscrire au bilan la valeur des décors et des costumes et procéder en fin d'exercice à la régularisation comptable des produits (ceux des abonnements, en particulier) en regard desquels doivent figurer des charges constatées d'avance.",Théâtre national de Strasbourg, , ,Théâtre national de Strasbourg Théâtre national de Strasbourg,"[Théâtre, national, national]","[Inscrire, procéder, figurer]"
989,989,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,"Mener rapidement à son terme la réalisation du contrat de performance, celui-ci devant comprendre des objectifs précis et chiffrés.",Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[Mener, comprendre]"
990,990,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,"Avec l'appui de la tutelle, conduire une réflexion de fond sur les tournées afin de rendre cette activité bénéficiaire (défraiement du personnel technique ; coproduction avec les centres dramatiques nationaux (CDN) et les scènes nationales ; création de petites formes) et d'assurer une meilleure diffusion des productions de l'établissement dans le réseau théâtral décentralisé.",Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[appui, conduire, rendre, assurer]"
991,991,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,"Avec l'appui de la tutelle, renégocier l'accord d'entreprise, excessivement complexe.",Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[appui, renégocier]"
992,992,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,"Procéder à une régularisation domaniale (signature d'une convention d'occupation avec l'État) s'appliquant au bâtiment principal, ses extensions (61, rue des Rondeaux et 19, rue Malte-Brun), ainsi qu'au bâtiment de la rue des Prairies.",Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]",[Procéder]
993,993,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,Revoir la grille tarifaire du théâtre sur la base de la réalisation d'une étude des publics et réduire substantiellement le nombre de places gratuites (a minima de moitié).,Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[Revoir, réduire]"
994,994,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,Réfléchir à une meilleure répartition des activités et du budget artistique entre le Grand Théâtre et le Petit Théâtre.,Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]",[]
995,995,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,Revoir les délégations de signature afin de respecter les dispositions réglementaires.,Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[Revoir, respecter]"
996,996,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,Assurer un suivi plus étroit de la passation des marchés afin de mettre un terme aux irrégularités constatées.,Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]","[Assurer, mettre]"
997,997,31/01/2016,Rapport des comptes et de la gestion,Théâtre national de la Colline,Mettre en place un inventaire physique.,Ministère chargé de la Culture et de la Communication,Théâtre national de la Colline, ,Théâtre national de la Colline Théâtre national de la Colline,"[Théâtre, national, national]",[Mettre]
998,998,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Réaliser les efforts de productivité nécessaires à la mise en oeuvre du « Ciel unique européen », en rationalisant les dépenses de personnel et
d'exploitation du budget annexe de l'aviation civile et en hiérarchisant les investissements
",Ministère chargé des Transports, , ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]",[Réaliser]
999,999,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Contrôler l'efficience des dépenses de sûreté au-delà du simple contrôle de leur éligibilité au remboursement par l'État, en évaluant a priori la
pertinence des dépenses entrant dans ce cadre
",Ministère chargé des Transports, , ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]","[Contrôler, sûreté]"
1000,1000,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Réviser le dispositif de coordination et d'allocation des créneaux horaires aériens
",Ministère chargé des Transports, , ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]",[Réviser]
1001,1001,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Affecter le surplus de recettes de la taxe d'aviation civile au désendettement du budget de l'aviation civile
",Ministère chargé des Transports,Ministère chargé du Budget et des comptes publics, ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]",[Affecter]
1002,1002,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Ajuster le montant de la taxe de solidarité à la quotité nécessaire au financement du fonds de solidarité pour le développement
",Ministère chargé des Transports,Ministère chargé du Budget et des comptes publics, ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]",[Ajuster]
1003,1003,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Inscrire au programme du comité de suivi du CICE l'évaluation ex post de l'impact de ce dispositif sur la compétitivité des entreprises de transport aérien
",Ministère chargé de l'Économie et des Finances,Ministère chargé du Budget et des comptes publics, ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]",[Inscrire]
1004,1004,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Organiser un contrôle des conditions d'emploi des personnels navigants des compagnies aériennes afin de prévenir et sanctionner les pratiques déloyales
",Ministère chargé des Transports,Ministère chargé du travail et de l'emploi, ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]","[Organiser, prévenir, sanctionner]"
1005,1005,12/10/2016,Rapport effectué pour le Parlement,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","Promouvoir, au plan international, l'adoption d'un « code de conduite » dans le domaine des droits des passagers, afin d'homogénéiser les
réglementations et réduire d'éventuels écarts de compétitivité
",Ministère chargé des Transports, , ,"L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
 L'Etat et la compétitivité du transport aérien: un rôle complexe, une stratégie à élaborer
","[Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer, Etat, compétitivité, transport, aérien, rôle, complexe, stratégie, élaborer]","[Promouvoir, homogénéiser, réduire]"
1006,1006,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Borner dans le temps les dépenses fiscales, lors de leur création ou leur modification, en application des dispositions de la LPFP de 2014
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Borner]
1007,1007,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Compléter les documents budgétaires (PAP et RAP) en classant les dépenses fiscales en fonction des objectifs du programme auquel elles se rattachent
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Compléter]
1008,1008,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Indiquer dans la documentation budgétaire les meilleurs chiffrages disponibles au sein de l'administration et préciser la marge d'incertitude
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]","[Indiquer, préciser]"
1009,1009,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Mettre en place des mesures de plafonnement des dépenses fiscales, avec des mesures d'encadrement pluriannuel de la dépense ou d'agrément administratif préalable
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Mettre]
1010,1010,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Procéder à l'évaluation exhaustive des dépenses fiscales d'ici à fin 2019
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Procéder]
1011,1011,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Mieux utiliser les conférences fiscales telles qu'issues de la LPFP de 2012, au même titre que les conférences budgétaires, en associant plus étroitement les ministères dépensiers au suivi des dépenses fiscales, et les rendre plus opérationnelles en proposant des mesures d'adaptation des dépenses fiscales en cas de dérive du dispositif
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]","[utiliser, rendre]"
