Date publication	Type de publication	Titre	Libellé recommandation	Destinataire 1	Destinataire 2	Destinataire 3					
07/06/2016	Rapport effectué pour le Parlement	La carte des syndicats intercommunaux (SIVU, SIVOM, SMF)	"Mettre fin à l'impossibilité de conclure des ententes intercommunales dans les
départements du Bas-Rhin, du Haut-Rhin et de la Moselle."	Premier Ministre	 	 					
07/06/2016	Rapport effectué pour le Parlement	La carte des syndicats intercommunaux (SIVU, SIVOM, SMF)	"Dissoudre les syndicats inactifs au terme d'une période de référence permettant
d'apprécier leur inactivité passant de de deux ans à un an."	Premier Ministre	 	 					
07/06/2016	Rapport effectué pour le Parlement	La carte des syndicats intercommunaux (SIVU, SIVOM, SMF)	"Alléger la procédure de dissolution d'office visée par l'article L. 5212-33 du code général
des collectivités territoriales."	Premier Ministre	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Unifier la formation des animateurs et leur évaluation sous l'égide de la DSN.	Ministère chargé de la Défense et des anciens combattants	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Face à l'augmentation à venir du nombre d'appelés, maintenir l'effort de maîtrise des dépenses de la JDC en s'appuyant sur une connaissance précise de ses coûts complets 	Ministère chargé de la Défense et des anciens combattants	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Renforcer l'exhaustivité du recensement, en améliorant l'information des jeunes et des familles, et en identifiant et levant les obstacles à la simplification et à la dématérialisation complète des formalités de recensement. 	Ministère chargé de la Défense et des anciens combattants	Ministère chargé de l'Éducation nationale	Ministère de l'Intérieur					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Approfondir l'analyse de l'absentéisme à la JDC pour y remédier 	Ministère chargé de la Défense et des anciens combattants	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Délivrer un certificat de report provisoire quand la JDC ne peut pas être organisée à l'étranger. Si le bénéficiaire souhaite faire, sur le territoire national, une scolarité ou des études dans un établissement préparant aux examens contrôlés par l'autorité publique, son inscription sera subordonnée à un engagement de participer à la JDC.	Ministère chargé de l'Éducation nationale	Ministère chargé des affaires étrangères et européennes	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Rappeler aux autorités de tutelle des organisateurs d'examens et concours soumis au contrôle de l'autorité publique, y compris le permis de conduire, l'obligation d'exiger systématiquement des candidats de nationalité française la présentation du certificat individuel de participation à la JDC.	Premier Ministre	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Poursuivre le recentrage de la JDC. À cette fin, identifier les thématiques de la JDC qui doivent trouver leur place en milieu scolaire lors de la mise en oeuvre du projet de parcours citoyen du ministère de l'éducation.	Ministère chargé de la Défense et des anciens combattants	Ministère chargé de l'Éducation nationale	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Mesurer, dans le cadre de la mise en oeuvre du protocole entre le ministère de la défense et le ministère de l'éducation nationale, les résultats de l'enseignement obligatoire de défense.	Ministère chargé de la Défense et des anciens combattants	Ministère chargé de l'Éducation nationale	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Evaluer l'impact de la JDC sur l'esprit de défense et sur le recrutement des armées.	Ministère chargé de la Défense et des anciens combattants	 	 					
16/03/2016	Rapport effectué pour le Parlement	La journée défense citoyenneté 	Clarifier les objectifs assignés à la JDC dans le cadre de la lutte contre le décrochage scolaire et en évaluer les résultats.	Ministère chargé de la Défense et des anciens combattants	Ministère chargé de l'Éducation nationale	Ministère chargé du travail et de l'emploi					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"confier à un délégué interministériel, pour une durée de cinq ans, la mission de structurer
et de piloter une politique publique de protection juridique des majeurs, en coordonnant
les différents acteurs du dispositif, en régulant la profession de mandataire et en informant
le public ."	Premier Ministre	Garde des Sceaux	Ministère chargé de la Santé et des affaires sociales					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"mettre en place, en s?appuyant sur une base de données nationale fiabilisée et sur les
structures locales existantes, un observatoire de la protection juridique des majeurs
couvrant toute la population protégée et permettant de mieux connaître ses
caractéristiques et les motifs de son placement sous protection juridique"	Garde des Sceaux	Ministère chargé de la Santé et des affaires sociales	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"corréler l?allocation des fonds publics versés aux mandataires judiciaires à des indicateurs
de résultat et de performance communs à toute la profession au moyen d?une
contractualisation pluriannuelle"	Ministère chargé de la Santé et des affaires sociales	 	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"normaliser les modalités d?établissement, de transmission et de contrôle des documents
prévus par le code civil pour la protection de la personne et des biens des majeurs"	Ministère chargé de la Santé et des affaires sociales	Garde des Sceaux	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	amplifier les dispositifs de soutien aux tuteurs familiaux	Ministère chargé de la Santé et des affaires sociales	 	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"confier à des professionnels du chiffre, sous la surveillance du juge et à des tarifs
plafonnés, l?établissement et le contrôle des inventaires et des comptes des majeurs dont
la situation financière est complexe ou présente des risques"	Garde des Sceaux	 	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"rehausser de manière significative le niveau des formations conduisant à la délivrance du
certificat national de compétences et assurer leur contrôle"	Ministère chargé de la Santé et des affaires sociales	 	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"édicter une charte de déontologie commune à l?ensemble des mandataires à la protection
juridique des majeurs"	Ministère chargé de la Santé et des affaires sociales	 	 					
01/09/2016	Rapport effectué pour le Parlement	La protection juridique des majeurs	"renforcer le contrôle des mandataires par les directions départementales et régionales de la
cohésion sociale, en précisant le cadre juridique et méthodologique des contrôles"	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Faire respecter rigoureusement l'obligation de déport systématique de tous les membres d'instances collégiales, commissions, groupes de travail et conseils, dès lors qu'ils ont un intérêt, direct ou indirect, à l'affaire examinée (article L. 1451-1 du CSP) et réserver le bénéfice de la charte de l'expertise (art. L. 1542-2 du CSP), qui permet une approche graduée des liens d'intérêts, aux seuls experts sanitaires invités à participer à ces instances, ponctuellement ou avec voix consultative.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Rendre obligatoire sur le formulaire des déclarations d'intérêts la mention du numéro du répertoire partagé des professionnels de santé (RPPS) afin de faciliter le croisement des données avec le site Transparence santé et intégrer à ce formulaire une rubrique pour les mises à jour.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Clarifier l'articulation des dispositions législatives applicables au Comité économique des produits de santé (CEPS) au titre de la prévention des conflits d'intérêts et déterminer en conséquence par voie réglementaire le degré de transparence (enregistrement et publicité) auquel ses travaux et décisions doivent être soumis dans la limite des secrets protégés par la loi.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	"Rendre obligatoire pour les industriels d'adresser au Conseil national de l'Ordre des médecins, par télétransmission, les projets de conventions ""médecins-industrie"" et le compte-rendu de toute activité financée dans ce domaine."	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Faire remonter à l'année 2012 la date d'effet de l'obligation de publication par les entreprises des avantages de toute nature qu'elles procurent, directement ou indirectement, aux professionnels de santé afin de se conformer à l'exigence constitutionnelle de protection de la santé et de garantir l'indépendance de l'expertise sanitaire et le choix éclairé du patient.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Mettre en place sans plus tarder le site unique de recueil des déclarations d'intérêts permettant à toutes les personnes, assujetties à une telle obligation dans le champ sanitaire, de procéder par télé-déclaration lors de son premier établissement et pour sa mise à jour, à chaque fois que nécessaire et au moins une fois par an.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Élargir à l'ensemble des fonctions de direction des agences sanitaires les obligations de transmission au président de la Haute Autorité pour la transparence de la vie publique d'une déclaration de situation patrimoniale et d'une déclaration d'intérêts prévues à l'article 11 de la loi du 11 octobre 2013 relative à la transparence de la vie publique.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Harmoniser sous l'autorité du secrétaire général des ministères sociaux la politique de prévention des conflits d'intérêts dans le champ sanitaire.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Confier à la Haute Autorité de santé, dans des conditions de nature à garantir l'indépendance de cette nouvelle mission en son sein, le contrôle de la véracité des déclarations d'intérêts dans le champ sanitaire, sans déresponsabiliser les agences sanitaires de leurs obligations de vérification de la complétude et de l'exactitude desdites déclarations d'intérêts.	Ministère chargé de la Santé et des affaires sociales	 	 					
23/03/2016	Rapport effectué pour le Parlement	La prévention des conflits d'intérêts en matière d'expertise sanitaire	Engager avec le ministère chargé de l'enseignement supérieur et de la recherche une réflexion afin de valoriser l'expertise sanitaire dans la carrière des enseignants-chercheurs et praticiens hospitaliers.	Ministère chargé de la Santé et des affaires sociales	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Inscrire en loi de finances initiale une dotation réaliste et sincère pour financer les dépenses liées aux opérations extérieures.	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Procéder à une revue interministérielle des coûts découlant de l'emploi des forces en OPEX à retenir comme surcoûts et des calculs afférents. 	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Etablir une estimation périodique des principales composantes des coûts liés aux OPEX non prises en compte dans les surcoûts annuels.	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Pour un effectif projeté fixé, déployer des effectifs de soutien en proportion suffisante par rapport aux effectifs de combat, notamment en s'appuyant sur des ratios indicatifs.	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Développer et suivre des indicateurs comparables entre armées et avec les directions et services interarmées afin de mesurer le degré de sujétion opérationnelle des militaires.	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Dans la gestion des ressources humaines du ministère et des armées, améliorer le suivi et la prise en compte des compétences critiques identifiées lors des opérations et anticiper le besoin de maintenanciers très qualifié	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Evaluer, avant la prochaine loi de programmation militaire, les moyens et les conditions d'une restauration d'un niveau de préparation opérationnelle suffisant, pour ne pas obérer les capacités futures des forces françaises.	Ministère chargé de la Défense et des anciens combattants	 	 					
14/11/2016	Rapport effectué pour le Parlement	Les OPEX	Pour mieux répondre aux besoins de transport aérien stratégique et dans l'attente de la mise à disposition de moyens patrimoniaux, développer le recours à la mutualisation multinationale et améliorer l'efficience du recours aux moyens externalisés.	Ministère chargé de la Défense et des anciens combattants	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	"Mettre en place les liaisons nécessaires entre les bases de données (SGFGAS, CNAF, etc.) pour permettre un suivi précis de l'efficacité et de l'efficience des différentes aides à l'accession ;(PTZ+, PAS, APL-accession et PSLA"	Ministère chargé du logement	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	réorganiser les dispositif du PTZ+ en le ciblant sur les ménages plus modestes, en fixant un seuil de quotité de l'aide et en appliquant la garantie du FGAS	Ministère chargé du logement	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	"supprimer le dispositif du PAS ;"	Ministère chargé du logement	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	aménager les règles de gestion de l'APL-accession en fusionnant les barèmes et en relevant les plafonds afin d'accroître la complémentarité de cette aide avec le PTZ+	Ministère chargé du logement	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	"accroître la possibilité d'accès au PTZ+ dans les zones tendues, les quartiers de la politique de la ville et centres anciens dégradés ; "	Ministère chargé du logement	 	 					
30/11/2016	Rapport effectué pour le Parlement	Les aides de l'Etat à l'accession à la propriété	développer la coordination de l'action des services déconcentrés de l'Etat avec celle des collectivités territoriales en mettant en place dune gestion déconcentrée d'enveloppes d'aides à l'accession à la propriété permettant de compléter les interventions locales	Ministère chargé du logement	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Conclure des contrats de programme régionaux permettant de faire converger les politiques de l'Etat, des régions et des partenaires sociaux en faveur de la formation et de l'insertion des jeunes	Ministère chargé du travail et de l'emploi	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Mettre en place une instance opérationnelle de pilotage veillant à l'application du contrat de programme régional à l'échelle d'un bassin territorial d'emploi et articulée avec les plateformes de suivi et d'appui aux décrocheurs.	Ministère chargé du travail et de l'emploi	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Augmenter, par redéploiement des crédits du ministère de l'éducation nationale, le nombre de places disponibles, notamment dans les structures de retour à l'école afin d'en disposer  sur tout le territoire en fonction des besoins	Ministère chargé de l'Éducation nationale	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Diversifier les solutions proposées par les plateformes de suivi et d'appui aux décrocheurs  : rescolarisation mais aussi préparation àl'alternance, service civique adapté, accompagnement socio-professionnel.	Ministère chargé de l'Éducation nationale	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Préalablement à l'orientation d'un jeune, prévoir un bilan approfondi dans le cadre d'un référentiel d'évaluation commun à l'ensemble des parties prenantes .	Ministère chargé du travail et de l'emploi	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	"Réorganiser les dispositifs d'insertion des jeunes en quatre ensembles :                                                                                                                   -un dispositif d'accompagnement léger -après suppression du CIVIS- et orienté directement vers l'emploi, pourles jeunes les plus proches du marché du travail    -un dispositif inspiré de la garantie jeunes, pour les jeunes nécessitant  un accompagnement plus intense, associé au versement d'une allocation pour les seuls jeunes en situation de précarité ;  -un dispositif géré par les régions, adapté aux décrocheurs les plus jeunes n'ayant pas vocation à réintégrer le système scolaire ;   -les dispositifs de deuxième chance, à mieux articuler  avec l'insertion  par l'activité économique, pour les jeunes les plus en difficulté."	Ministère chargé du travail et de l'emploi	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	"Améliorer la mesure de la performance des différents dispositifs à travers une harmonisation des critères de résultat ;"	Ministère chargé du travail et de l'emploi	 	 					
20/01/2016	Rapport effectué pour le Parlement	Les dispositifs et crédits mobilisés en faveur des jeunes sortis sans qualification du système scolaire	Harmoniser les barèmes des différentes allocations liées à l'insertion ou la formation professionnelle afin d'éviter que les jeunes  n'arbitrent entre les dispositifs en fonction de considérations financières.	Ministère chargé du travail et de l'emploi	 	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Poursuivre, en les hiérarchisant, les efforts d'amélioration de la complétude et de la qualité des données, en particulier des informations issues du PMSI.	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS	Agence technique de l'information sur l'hospitalisation					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Mettre en place rapidement un suivi analytique des coûts d'alimentation, de sécurisation, de gestion et d'utilisation du SNIIRAM.	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Reconnaître à la CNAMTS le statut d'opérateur d'importance vitale et la soumettre aux règles et contrôles périodiques externes de sécurité y afférant.	Ministère chargé de la Santé et des affaires sociales	 	UNCAM/CNAMTS					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Anticiper en vue de la prochaine COG la programmation financière et le calendrier des travaux additionnels de mise en conformité du SNIIRAM et de son environnement informatique avec les exigences de renforcement de sa sécurité rendues indispensables par l'obsolescence progressive de certains dispositifs.	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	"Exploiter, au sein des régimes d'assurance maladie obligatoire, les potentialités du SNIIRAM à des fins de gestion du risque, notamment pour sanctionner plus
systématiquement les comportements abusifs, fautifs et frauduleux."	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS	RSI-CCMSA					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Développer l'exploitation du SNIIRAM par les pouvoirs publics en définissant les besoins de chaque direction d'administration centrale et en mutualisant les compétences au sein de la DREES, selon des priorités concertées.	Ministère chargé de la Santé et des affaires sociales	 	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Intensifier l'utilisation des bases médico-administratives par l'introduction systématique d'objectifs ambitieux et d'indicateurs de performance dans les conventions passées entre le ministère et les opérateurs.	Ministère chargé de la Santé et des affaires sociales	Ministère chargé de la Santé et des affaires sociales	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Enrichir le SNIIRAM en améliorant la qualité des informations médicales contenues, notamment par le codage médical des soins de ville et en facilitant son rapprochement avec les données socio-économiques ou d'habitude de vie.	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Hiérarchiser, dans le prolongement de la loi de modernisation de notre système de santé, les finalités poursuivies par le SNDS, afin de définir les investissements à consentir et les accès permanents et ponctuels à autoriser.	Ministère chargé de la Santé et des affaires sociales	 	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Simplifier les procédures relevant de la CNIL pour l'accès ponctuel aux données du SNDS par l'élaboration, dans les meilleurs délais, de méthodologies de référence et d'autorisations cadres selon des priorités concertées avec l'État et l'INDS.	Ministère chargé de la Santé et des affaires sociales	Commission nationale informatique et libertés	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Articuler précisément et explicitement le rôle des différents acteurs dans la gestion du pilotage et des accès au SNDS.	Ministère chargé de la Santé et des affaires sociales	 	 					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Mettre en oeuvre une politique systématique et rigoureuse de contrôle a posteriori des règles relatives à l'utilisation du SNIIRAM et du SNDS, s'appuyant sur des sanctions renforcées et faisant notamment l'objet d'un rapport annuel au Parlement de la CNIL.	Ministère chargé de la Santé et des affaires sociales	 	UNCAM/CNAMTS					
03/05/2016	Rapport effectué pour le Parlement	Les données personnelles de santé gérées par l'assurance maladie	Assurer la soutenabilité financière du SNDS, en articulant gratuité d'une offre de base et tarification adaptée des services spécifiques apportés de manière à contribuer au financement des dépenses de développement, de sécurisation, de mise à disposition des données et d'accompagnement.	Ministère chargé de la Santé et des affaires sociales	 	UNCAM/CNAMTS					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Insérer dans le prochain PREPA des mesures permettant à l'État de respecter les objectifs européens de plafonds d'émissions d'ici 2030	Ministère chargé de l'Agriculture et de l'Alimentation	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Mesurer l'impact des actions mises en oeuvre pour lutter contre la pollution de l'air dans le cadre des plans nationaux, des plans locaux, ainsi que lors des pics de pollution	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Mettre en cohérence les calendriers des plans nationaux, des schémas régionaux et des plans locaux de lutte contre la pollution de l'air, afin que le cadre de l'action locale soit mieux défini	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Chiffrer dans les plans nationaux et locaux les financements associés aux mesures prévues	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Mettre en oeuvre un financement du réseau de surveillance de la qualité de l'air conforme au principe « pollueur-payeur » pour tous les secteurs économiques	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Rendre obligatoire la surveillance par les AASQA de la présence dans l'air des pesticides les plus nocifs	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Taxer le gazole et l'essence en fonction de leurs externalités négatives respectives (polluants atmosphériques et gaz à effet de serre), afin de rééquilibrer la fiscalité pesant sur ces deux carburants	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Compte tenu de la disparition de l'écotaxe, revoir les taux de la taxe spéciale sur certains véhicules routiers afin de mieux prendre en compte l'impact des émissions des poids lourds sur la pollution de l'air	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Identifier par une pastille les véhicules selon leurs émissions de polluants, afin de pouvoir mettre en place rapidement des mesures de restriction de circulation	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Suivre l'ensemble des crédits affectés non seulement à la surveillance mais aussi aux mesures d'amélioration et de recherche en matière de qualité de l'air	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Améliorer l'information du Parlement en complétant le jaune « Protection de la nature et de l'environnement » par des indicateurs relatifs à la qualité de l'air	Ministère chargé de l'Écologie et du développement durable	 	 					
21/01/2016	Rapport effectué pour le Parlement	Les politiques publiques de lutte contre la pollution de l'air	Mettre en place un partage de l'information à des fins épidémiologiques entre les services de la médecine du travail, les agences régionales de santé et les cellules interrégionales d'épidémiologie (CIRE)	Ministère chargé de la Santé et des affaires sociales	 	 					
05/10/2016	Référé	Etablissement de communication et de production audiovisuelle de la défense (ECPAD)	Mettre rapidement en sécurité les archives de I'ECPAD qui présentent une dangerosité, en particulier les bobines de nitrate et d'acétate, pour tenir compte des prescriptions de sécurité relatives à la conservation de ces archives.	Ministère chargé de la Défense et des anciens combattants	 	 					
28/07/2016	Référé	Fonds de coopération de la jeunesse et de l'éducation populaire (FONJEP)	Donner un cadre réglementaire public et transparent à l'attribution des postes nationaux dès lors que la conservation de ce volet du dispositif serait jugée nécessaire.	Ministère chargé de la jeunesse	Ministère chargé de l'Économie et des Finances	 					
28/07/2016	Référé	Fonds de coopération de la jeunesse et de l'éducation populaire (FONJEP)	Revoir les critères d'attribution et de renouvellement des postes FONJEP déconcentrés afin d'enrayer la dégradation de leur effet de levier et de leur taux de rotation.	Ministère chargé de la jeunesse	Ministère chargé de l'Économie et des Finances	 					
29/08/2016	Référé	"L'Agence de financement des infrastructures de transport de France (AFITF)
"	"Définir des priorités de projets à venir, notamment au regard de leur rentabilité socio-économique, et réduire considérablement les
engagements nouveaux
"	Agence de financement des infrastructures de transport de France	Ministère chargé des Transports	 					
29/08/2016	Référé	"L'Agence de financement des infrastructures de transport de France (AFITF)
"	"Pour le conseil d'administration de l'AFITF, assurer pleinement ses responsabilités en hiérarchisant les projets, et en garantissant leur conformité à une trajectoire financière explicite
"	Agence de financement des infrastructures de transport de France	Ministère chargé des Transports	 					
09/05/2016	Référé	"L'action de l'État pour le développement des transports intelligents
"	"Désigner un chef de file des transports intelligents responsable de la coordination des actions de l'État
"	Ministère chargé des Transports	 	 					
09/05/2016	Référé	"L'action de l'État pour le développement des transports intelligents
"	"Renforcer la stratégie de l'État dans les transports intelligents pour favoriser l'égalité d'accès des citoyens aux transports et consolider la politique d'ouverture des données, celles en temps réel en premier lieu
"	Ministère chargé des Transports	 	 					
09/05/2016	Référé	"L'action de l'État pour le développement des transports intelligents
"	"Autoriser le développement d'essais à grande échelle sur la voie publique des véhicules autonomes
"	Ministère chargé des Transports	 	 					
09/05/2016	Référé	"L'action de l'État pour le développement des transports intelligents
"	"Inclure les véhicules autonomes dans la stratégie de développement du fret
"	Ministère chargé des Transports	 	 					
29/02/2016	Référé	L'impact budgétaire et patrimonial pour l'État du projet de construction d'un stade fédéral par la fédération française de rugby	Déterminer une position de l'Etat qui permette d'éviter les charges budgétaires supplémentaires, de se prémunir contre les risques juridiques et d'affronter le problème patrimonial concernant le Stade de France.	Ministère chargé des Sports	 	 					
29/02/2016	Référé	L'impact budgétaire et patrimonial pour l'État du projet de construction d'un stade fédéral par la fédération française de rugby	Mettre, en tout état de cause, à profit la période restant jusqu'en 2017 pour rechercher avec la FFR des alternatives au projet de stade de rugby.	Ministère chargé des Sports	 	 					
05/01/2016	Référé	L'insertion professionnelle des jeunes docteurs	Fonder l'évaluation périodique des écoles doctorales, de leur organisation et de leurs programmes par le Haut conseil de l'évaluation de la recherche et de l'enseignement supérieur (HCERES), sur un référentiel national normé.	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
05/01/2016	Référé	L'insertion professionnelle des jeunes docteurs	Élaborer un cadre national d'enquête sur les doctorants et l'insertion professionnelle des docteurs, en liaison notamment avec la Conférence des présidents d'université (CPU), la Conférence des grandes écoles (CGE) et avec le soutien méthodologique du service statistique du ministère chargé de l'enseignement supérieur et de la recherche (sous-direction des systèmes d'information et des études statistiques - SIES), pour assurer le respect des normes statistiques. Formaliser l'engagement des établissements d'utiliser localement ce cadre pour collecter, traiter et assurer la remontée des données les concernant.	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
05/01/2016	Référé	L'insertion professionnelle des jeunes docteurs	Procéder systématiquement, en cours de thèse, à une revue, avec les doctorants, de leur projet personnel et d'orientation professionnelle. Introduire des éléments de flexibilité dans le contrat doctoral en vue de permettre aux doctorants d'effectuer des expériences professionnelles de courte durée en entreprise.	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
05/01/2016	Référé	L'insertion professionnelle des jeunes docteurs	"Définir, évaluer et comptabiliser les compétences acquises à l?occasion du projet de recherche et des formations spécifiques liées au parcours doctoral, ainsi que des formations complémentaires ; reporter chacune d'entre elles dans un document académique spécifique ou dans le supplément au diplôme."	Ministère chargé de l'Enseignement supérieur et de la Recherche	 	 					
